event_time,bookmaker,Fighter,Opponent,odds_f1,odds_f2,market,spread_f1,spread_f2
2023-10-13 00:16:00,BetRivers,Denver Broncos,Kansas City Chiefs,410,-560,h2h,,
2023-10-13 00:16:00,BetRivers,Denver Broncos,Kansas City Chiefs,-110,-110,spreads,10.5,-10.5
2023-10-13 00:16:00,Unibet,Denver Broncos,Kansas City Chiefs,410,-560,h2h,,
2023-10-13 00:16:00,Unibet,Denver Broncos,Kansas City Chiefs,-110,-110,spreads,10.5,-10.5
2023-10-13 00:16:00,TwinSpires,Denver Broncos,Kansas City Chiefs,410,-560,h2h,,
2023-10-13 00:16:00,TwinSpires,Denver Broncos,Kansas City Chiefs,-110,-110,spreads,10.5,-10.5
2023-10-13 00:16:00,PointsBet (US),Denver Broncos,Kansas City Chiefs,425,-575,h2h,,
2023-10-13 00:16:00,PointsBet (US),Denver Broncos,Kansas City Chiefs,-110,-110,spreads,10.0,-10.0
2023-10-13 00:16:00,WynnBET,Denver Broncos,Kansas City Chiefs,440,-588,h2h,,
2023-10-13 00:16:00,WynnBET,Denver Broncos,Kansas City Chiefs,-110,-110,spreads,10.5,-10.5
2023-10-13 00:16:00,BetMGM,Denver Broncos,Kansas City Chiefs,425,-600,h2h,,
2023-10-13 00:16:00,BetMGM,Denver Broncos,Kansas City Chiefs,-110,-110,spreads,10.5,-10.5
2023-10-13 00:16:00,Barstool Sportsbook,Denver Broncos,Kansas City Chiefs,450,-600,h2h,,
2023-10-13 00:16:00,Barstool Sportsbook,Denver Broncos,Kansas City Chiefs,-110,-110,spreads,10.5,-10.5
2023-10-15 13:31:00,FanDuel,Baltimore Ravens,Tennessee Titans,-198,166,h2h,,
2023-10-15 13:31:00,FanDuel,Baltimore Ravens,Tennessee Titans,-110,-110,spreads,-4.0,4.0
2023-10-15 13:31:00,BetUS,Baltimore Ravens,Tennessee Titans,-210,175,h2h,,
2023-10-15 13:31:00,BetUS,Baltimore Ravens,Tennessee Titans,-110,-110,spreads,-4.0,4.0
2023-10-15 13:31:00,DraftKings,Baltimore Ravens,Tennessee Titans,-192,160,h2h,,
2023-10-15 13:31:00,DraftKings,Baltimore Ravens,Tennessee Titans,-112,-108,spreads,-4.0,4.0
2023-10-15 13:31:00,Caesars,Baltimore Ravens,Tennessee Titans,-205,170,h2h,,
2023-10-15 13:31:00,Caesars,Baltimore Ravens,Tennessee Titans,-110,-110,spreads,-4.0,4.0
2023-10-15 13:31:00,LowVig.ag,Baltimore Ravens,Tennessee Titans,-215,185,h2h,,
2023-10-15 13:31:00,LowVig.ag,Baltimore Ravens,Tennessee Titans,-115,104,spreads,-3.5,3.5
2023-10-15 13:31:00,BetOnline.ag,Baltimore Ravens,Tennessee Titans,-217,185,h2h,,
2023-10-15 13:31:00,BetOnline.ag,Baltimore Ravens,Tennessee Titans,-120,100,spreads,-3.5,3.5
2023-10-15 13:31:00,WynnBET,Baltimore Ravens,Tennessee Titans,-200,170,h2h,,
2023-10-15 13:31:00,WynnBET,Baltimore Ravens,Tennessee Titans,-110,-110,spreads,-4.0,4.0
2023-10-15 13:31:00,Bovada,Baltimore Ravens,Tennessee Titans,-210,175,h2h,,
2023-10-15 13:31:00,Bovada,Baltimore Ravens,Tennessee Titans,-110,-110,spreads,-4.5,4.5
2023-10-15 13:31:00,MyBookie.ag,Baltimore Ravens,Tennessee Titans,-202,162,h2h,,
2023-10-15 13:31:00,MyBookie.ag,Baltimore Ravens,Tennessee Titans,-110,-110,spreads,-4.0,4.0
2023-10-15 13:31:00,SuperBook,Baltimore Ravens,Tennessee Titans,-210,175,h2h,,
2023-10-15 13:31:00,SuperBook,Baltimore Ravens,Tennessee Titans,-110,-110,spreads,-4.0,4.0
2023-10-15 13:31:00,BetRivers,Baltimore Ravens,Tennessee Titans,-200,163,h2h,,
2023-10-15 13:31:00,BetRivers,Baltimore Ravens,Tennessee Titans,-109,-112,spreads,-4.0,4.0
2023-10-15 13:31:00,Unibet,Baltimore Ravens,Tennessee Titans,-200,163,h2h,,
2023-10-15 13:31:00,Unibet,Baltimore Ravens,Tennessee Titans,-109,-112,spreads,-4.0,4.0
2023-10-15 13:31:00,TwinSpires,Baltimore Ravens,Tennessee Titans,-200,163,h2h,,
2023-10-15 13:31:00,TwinSpires,Baltimore Ravens,Tennessee Titans,-109,-112,spreads,-4.0,4.0
2023-10-15 13:31:00,PointsBet (US),Baltimore Ravens,Tennessee Titans,-210,175,h2h,,
2023-10-15 13:31:00,PointsBet (US),Baltimore Ravens,Tennessee Titans,-110,-110,spreads,-4.0,4.0
2023-10-15 13:31:00,BetMGM,Baltimore Ravens,Tennessee Titans,-200,165,h2h,,
2023-10-15 13:31:00,BetMGM,Baltimore Ravens,Tennessee Titans,-110,-110,spreads,-4.0,4.0
2023-10-15 13:31:00,Barstool Sportsbook,Baltimore Ravens,Tennessee Titans,-200,170,h2h,,
2023-10-15 13:31:00,Barstool Sportsbook,Baltimore Ravens,Tennessee Titans,-115,-105,spreads,-4.0,4.0
2023-10-15 17:01:00,FanDuel,Atlanta Falcons,Washington Commanders,-136,116,h2h,,
2023-10-15 17:01:00,FanDuel,Atlanta Falcons,Washington Commanders,-110,-110,spreads,-2.5,2.5
2023-10-15 17:01:00,BetUS,Atlanta Falcons,Washington Commanders,-140,120,h2h,,
2023-10-15 17:01:00,BetUS,Atlanta Falcons,Washington Commanders,-115,-105,spreads,-2.5,2.5
2023-10-15 17:01:00,DraftKings,Atlanta Falcons,Washington Commanders,-148,124,h2h,,
2023-10-15 17:01:00,DraftKings,Atlanta Falcons,Washington Commanders,-118,-102,spreads,-2.5,2.5
2023-10-15 17:01:00,SuperBook,Atlanta Falcons,Washington Commanders,-140,120,h2h,,
2023-10-15 17:01:00,SuperBook,Atlanta Falcons,Washington Commanders,-110,-110,spreads,-2.5,2.5
2023-10-15 17:01:00,Caesars,Atlanta Falcons,Washington Commanders,-140,118,h2h,,
2023-10-15 17:01:00,Caesars,Atlanta Falcons,Washington Commanders,-110,-110,spreads,-2.5,2.5
2023-10-15 17:01:00,LowVig.ag,Atlanta Falcons,Washington Commanders,-140,120,h2h,,
2023-10-15 17:01:00,LowVig.ag,Atlanta Falcons,Washington Commanders,-113,102,spreads,-2.5,2.5
2023-10-15 17:01:00,BetOnline.ag,Atlanta Falcons,Washington Commanders,-141,120,h2h,,
2023-10-15 17:01:00,BetOnline.ag,Atlanta Falcons,Washington Commanders,-115,-105,spreads,-2.5,2.5
2023-10-15 17:01:00,Bovada,Atlanta Falcons,Washington Commanders,-145,125,h2h,,
2023-10-15 17:01:00,Bovada,Atlanta Falcons,Washington Commanders,-120,100,spreads,-2.5,2.5
2023-10-15 17:01:00,MyBookie.ag,Atlanta Falcons,Washington Commanders,-144,118,h2h,,
2023-10-15 17:01:00,MyBookie.ag,Atlanta Falcons,Washington Commanders,-110,-110,spreads,-2.5,2.5
2023-10-15 17:01:00,Unibet,Atlanta Falcons,Washington Commanders,-141,118,h2h,,
2023-10-15 17:01:00,Unibet,Atlanta Falcons,Washington Commanders,-113,-108,spreads,-2.5,2.5
2023-10-15 17:01:00,TwinSpires,Atlanta Falcons,Washington Commanders,-141,118,h2h,,
2023-10-15 17:01:00,TwinSpires,Atlanta Falcons,Washington Commanders,-113,-108,spreads,-2.5,2.5
2023-10-15 17:01:00,BetRivers,Atlanta Falcons,Washington Commanders,-141,118,h2h,,
2023-10-15 17:01:00,BetRivers,Atlanta Falcons,Washington Commanders,-113,-108,spreads,-2.5,2.5
2023-10-15 17:01:00,PointsBet (US),Atlanta Falcons,Washington Commanders,-145,120,h2h,,
2023-10-15 17:01:00,PointsBet (US),Atlanta Falcons,Washington Commanders,-115,-105,spreads,-2.5,2.5
2023-10-15 17:01:00,WynnBET,Atlanta Falcons,Washington Commanders,-130,112,h2h,,
2023-10-15 17:01:00,WynnBET,Atlanta Falcons,Washington Commanders,-110,-110,spreads,-2.0,2.0
2023-10-15 17:01:00,BetMGM,Atlanta Falcons,Washington Commanders,-145,120,h2h,,
2023-10-15 17:01:00,BetMGM,Atlanta Falcons,Washington Commanders,-110,-110,spreads,-2.5,2.5
2023-10-15 17:01:00,Barstool Sportsbook,Atlanta Falcons,Washington Commanders,-140,120,h2h,,
2023-10-15 17:01:00,Barstool Sportsbook,Atlanta Falcons,Washington Commanders,-120,100,spreads,-2.5,2.5
2023-10-15 17:01:00,FanDuel,Carolina Panthers,Miami Dolphins,660,-950,h2h,,
2023-10-15 17:01:00,FanDuel,Carolina Panthers,Miami Dolphins,-105,-115,spreads,13.5,-13.5
2023-10-15 17:01:00,BetUS,Carolina Panthers,Miami Dolphins,600,-900,h2h,,
2023-10-15 17:01:00,BetUS,Carolina Panthers,Miami Dolphins,-110,-110,spreads,14.0,-14.0
2023-10-15 17:01:00,DraftKings,Carolina Panthers,Miami Dolphins,550,-800,h2h,,
2023-10-15 17:01:00,DraftKings,Carolina Panthers,Miami Dolphins,-112,-108,spreads,13.5,-13.5
2023-10-15 17:01:00,SuperBook,Carolina Panthers,Miami Dolphins,650,-1100,h2h,,
2023-10-15 17:01:00,SuperBook,Carolina Panthers,Miami Dolphins,-110,-110,spreads,13.5,-13.5
2023-10-15 17:01:00,Caesars,Carolina Panthers,Miami Dolphins,600,-900,h2h,,
2023-10-15 17:01:00,Caesars,Carolina Panthers,Miami Dolphins,-110,-110,spreads,13.5,-13.5
2023-10-15 17:01:00,LowVig.ag,Carolina Panthers,Miami Dolphins,640,-901,h2h,,
2023-10-15 17:01:00,LowVig.ag,Carolina Panthers,Miami Dolphins,-107,-103,spreads,13.5,-13.5
2023-10-15 17:01:00,BetOnline.ag,Carolina Panthers,Miami Dolphins,640,-909,h2h,,
2023-10-15 17:01:00,BetOnline.ag,Carolina Panthers,Miami Dolphins,-112,-108,spreads,13.5,-13.5
2023-10-15 17:01:00,Bovada,Carolina Panthers,Miami Dolphins,600,-950,h2h,,
2023-10-15 17:01:00,Bovada,Carolina Panthers,Miami Dolphins,-115,-105,spreads,14.0,-14.0
2023-10-15 17:01:00,Unibet,Carolina Panthers,Miami Dolphins,575,-910,h2h,,
2023-10-15 17:01:00,Unibet,Carolina Panthers,Miami Dolphins,-112,-109,spreads,13.5,-13.5
2023-10-15 17:01:00,TwinSpires,Carolina Panthers,Miami Dolphins,575,-910,h2h,,
2023-10-15 17:01:00,TwinSpires,Carolina Panthers,Miami Dolphins,-112,-109,spreads,13.5,-13.5
2023-10-15 17:01:00,BetRivers,Carolina Panthers,Miami Dolphins,575,-910,h2h,,
2023-10-15 17:01:00,BetRivers,Carolina Panthers,Miami Dolphins,-112,-109,spreads,13.5,-13.5
2023-10-15 17:01:00,MyBookie.ag,Carolina Panthers,Miami Dolphins,570,-900,h2h,,
2023-10-15 17:01:00,MyBookie.ag,Carolina Panthers,Miami Dolphins,-110,-110,spreads,13.5,-13.5
2023-10-15 17:01:00,PointsBet (US),Carolina Panthers,Miami Dolphins,500,-750,h2h,,
2023-10-15 17:01:00,PointsBet (US),Carolina Panthers,Miami Dolphins,-110,-110,spreads,13.5,-13.5
2023-10-15 17:01:00,WynnBET,Carolina Panthers,Miami Dolphins,625,-909,h2h,,
2023-10-15 17:01:00,WynnBET,Carolina Panthers,Miami Dolphins,-110,-110,spreads,13.5,-13.5
2023-10-15 17:01:00,BetMGM,Carolina Panthers,Miami Dolphins,575,-900,h2h,,
2023-10-15 17:01:00,BetMGM,Carolina Panthers,Miami Dolphins,-110,-110,spreads,13.5,-13.5
2023-10-15 17:01:00,Barstool Sportsbook,Carolina Panthers,Miami Dolphins,600,-900,h2h,,
2023-10-15 17:01:00,Barstool Sportsbook,Carolina Panthers,Miami Dolphins,-110,-110,spreads,13.5,-13.5
2023-10-15 17:01:00,FanDuel,Chicago Bears,Minnesota Vikings,126,-148,h2h,,
2023-10-15 17:01:00,FanDuel,Chicago Bears,Minnesota Vikings,-105,-115,spreads,2.5,-2.5
2023-10-15 17:01:00,DraftKings,Chicago Bears,Minnesota Vikings,120,-142,h2h,,
2023-10-15 17:01:00,DraftKings,Chicago Bears,Minnesota Vikings,-110,-110,spreads,2.5,-2.5
2023-10-15 17:01:00,BetUS,Chicago Bears,Minnesota Vikings,125,-145,h2h,,
2023-10-15 17:01:00,BetUS,Chicago Bears,Minnesota Vikings,-105,-115,spreads,2.5,-2.5
2023-10-15 17:01:00,SuperBook,Chicago Bears,Minnesota Vikings,125,-145,h2h,,
2023-10-15 17:01:00,SuperBook,Chicago Bears,Minnesota Vikings,100,-120,spreads,2.5,-2.5
2023-10-15 17:01:00,Caesars,Chicago Bears,Minnesota Vikings,126,-150,h2h,,
2023-10-15 17:01:00,Caesars,Chicago Bears,Minnesota Vikings,-110,-110,spreads,2.5,-2.5
2023-10-15 17:01:00,LowVig.ag,Chicago Bears,Minnesota Vikings,125,-145,h2h,,
2023-10-15 17:01:00,LowVig.ag,Chicago Bears,Minnesota Vikings,100,-110,spreads,2.5,-2.5
2023-10-15 17:01:00,BetOnline.ag,Chicago Bears,Minnesota Vikings,125,-145,h2h,,
2023-10-15 17:01:00,BetOnline.ag,Chicago Bears,Minnesota Vikings,-105,-115,spreads,2.5,-2.5
2023-10-15 17:01:00,Bovada,Chicago Bears,Minnesota Vikings,125,-145,h2h,,
2023-10-15 17:01:00,Bovada,Chicago Bears,Minnesota Vikings,100,-120,spreads,2.5,-2.5
2023-10-15 17:01:00,MyBookie.ag,Chicago Bears,Minnesota Vikings,119,-147,h2h,,
2023-10-15 17:01:00,MyBookie.ag,Chicago Bears,Minnesota Vikings,-105,-115,spreads,2.5,-2.5
2023-10-15 17:01:00,Unibet,Chicago Bears,Minnesota Vikings,120,-143,h2h,,
2023-10-15 17:01:00,Unibet,Chicago Bears,Minnesota Vikings,-108,-113,spreads,2.5,-2.5
2023-10-15 17:01:00,TwinSpires,Chicago Bears,Minnesota Vikings,120,-143,h2h,,
2023-10-15 17:01:00,TwinSpires,Chicago Bears,Minnesota Vikings,-108,-113,spreads,2.5,-2.5
2023-10-15 17:01:00,BetRivers,Chicago Bears,Minnesota Vikings,120,-143,h2h,,
2023-10-15 17:01:00,BetRivers,Chicago Bears,Minnesota Vikings,-108,-113,spreads,2.5,-2.5
2023-10-15 17:01:00,PointsBet (US),Chicago Bears,Minnesota Vikings,120,-145,h2h,,
2023-10-15 17:01:00,PointsBet (US),Chicago Bears,Minnesota Vikings,-105,-115,spreads,2.5,-2.5
2023-10-15 17:01:00,WynnBET,Chicago Bears,Minnesota Vikings,125,-145,h2h,,
2023-10-15 17:01:00,WynnBET,Chicago Bears,Minnesota Vikings,-105,-115,spreads,2.5,-2.5
2023-10-15 17:01:00,BetMGM,Chicago Bears,Minnesota Vikings,120,-145,h2h,,
2023-10-15 17:01:00,BetMGM,Chicago Bears,Minnesota Vikings,-105,-115,spreads,2.5,-2.5
2023-10-15 17:01:00,Barstool Sportsbook,Chicago Bears,Minnesota Vikings,125,-145,h2h,,
2023-10-15 17:01:00,Barstool Sportsbook,Chicago Bears,Minnesota Vikings,-120,100,spreads,3.0,-3.0
2023-10-15 17:01:00,FanDuel,Cincinnati Bengals,Seattle Seahawks,-154,130,h2h,,
2023-10-15 17:01:00,FanDuel,Cincinnati Bengals,Seattle Seahawks,-110,-110,spreads,-3.0,3.0
2023-10-15 17:01:00,BetUS,Cincinnati Bengals,Seattle Seahawks,-150,130,h2h,,
2023-10-15 17:01:00,BetUS,Cincinnati Bengals,Seattle Seahawks,-120,100,spreads,-2.5,2.5
