event_time,bookmaker,Fighter,Opponent,odds_f1,odds_f2,market
2023-12-17 03:00:00,LowVig.ag,Paddy Pimblett,Tony Ferguson,-280,240,h2h
2023-12-17 03:00:00,BetOnline.ag,Paddy Pimblett,Tony Ferguson,-278,240,h2h
2023-12-17 03:00:00,FanDuel,Paddy Pimblett,Tony Ferguson,-400,285,h2h
2023-12-17 03:00:00,Bovada,Paddy Pimblett,Tony Ferguson,-300,240,h2h
2023-12-17 03:00:00,DraftKings,Paddy Pimblett,Tony Ferguson,-355,280,h2h
2023-12-17 03:00:00,LowVig.ag,Shavkat Rakhmonov,Stephen Thompson,-549,385,h2h
2023-12-17 03:00:00,BetOnline.ag,Shavkat Rakhmonov,Stephen Thompson,-556,385,h2h
2023-12-17 03:00:00,FanDuel,Shavkat Rakhmonov,Stephen Thompson,-480,330,h2h
2023-12-17 03:00:00,DraftKings,Shavkat Rakhmonov,Stephen Thompson,-455,350,h2h
2023-12-17 03:00:00,Bovada,Shavkat Rakhmonov,Stephen Thompson,-450,350,h2h
2023-12-31 21:00:00,DraftKings,Conor McGregor,Michael Chandler,-122,102,h2h
