sport,event_time,bookmaker,team1,odds1,team2,odds2,draw_odds
soccer_spain_la_liga,2024-11-24 17:30:00,Bovada,Leganés,575,Real Madrid,-215,350.0
soccer_spain_la_liga,2024-11-24 19:00:00,Bovada,Athletic Bilbao,140,Real Sociedad,225,210.0
soccer_spain_la_liga,2024-11-29 20:00:00,Bovada,Mallorca,-115,Valencia,330,220.0
soccer_spain_la_liga,2024-11-30 13:00:00,Bovada,Barcelona,-360,Las Palmas,700,500.0
soccer_spain_la_liga,2024-11-30 15:15:00,Bovada,Alavés,-120,Leganés,320,225.0
soccer_spain_la_liga,2024-11-30 17:30:00,Bovada,Celta Vigo,130,Espanyol,200,225.0
soccer_spain_la_liga,2024-11-30 20:00:00,Bovada,Atlético Madrid,-135,Valladolid,370,235.0
soccer_spain_la_liga,2024-12-01 13:00:00,Bovada,Girona,255,Villarreal,100,230.0
soccer_spain_la_liga,2024-12-01 15:15:00,Bovada,Getafe,550,Real Madrid,-245,370.0
soccer_spain_la_liga,2024-12-01 17:30:00,Bovada,Athletic Bilbao,140,Rayo Vallecano,200,205.0
soccer_spain_la_liga,2024-12-01 20:00:00,Bovada,Real Betis,240,Real Sociedad,115,215.0
soccer_spain_la_liga,2024-12-02 20:00:00,Bovada,CA Osasuna,265,Sevilla,100,225.0
soccer_spain_segunda_division,2024-11-16 13:00:00,Bovada,Racing de Ferrol,400,SD Eibar,-130,230.0
soccer_spain_segunda_division,2024-11-16 15:15:00,Bovada,Albacete,195,CD Eldense,135,215.0
soccer_spain_segunda_division,2024-11-16 15:15:00,Bovada,CD Castellón,-135,CD Mirandés,370,250.0
soccer_spain_segunda_division,2024-11-16 17:30:00,Bovada,Burgos CF,420,Real Racing Club de Santander,-170,300.0
soccer_spain_segunda_division,2024-11-16 17:30:00,Bovada,Elche,200,Levante,135,210.0
soccer_spain_segunda_division,2024-11-16 20:00:00,Bovada,Granada CF,290,Sporting Gijón,-105,230.0
soccer_spain_segunda_division,2024-11-17 15:15:00,Bovada,Cádiz CF,-105,Córdoba,290,225.0
soccer_spain_segunda_division,2024-11-17 15:15:00,Bovada,Oviedo,-130,Tenerife,400,225.0
soccer_spain_segunda_division,2024-11-17 17:30:00,Bovada,Almería,110,Deportivo La Coruña,240,225.0
soccer_spain_segunda_division,2024-11-17 17:30:00,Bovada,FC Cartagena,190,SD Huesca,175,175.0
soccer_spain_segunda_division,2024-11-17 20:00:00,Bovada,Málaga,370,Zaragoza,-115,205.0
soccer_spl,2024-11-23 15:00:00,Bovada,Aberdeen,130,St Mirren,190,240.0
soccer_spl,2024-11-23 15:00:00,Bovada,Dundee United,875,Rangers,-375,420.0
soccer_spl,2024-11-23 15:00:00,Bovada,Kilmarnock,105,St Johnstone,225,245.0
soccer_spl,2024-11-23 15:00:00,Bovada,Motherwell,150,Ross County,180,220.0
soccer_spl,2024-11-23 17:45:00,Bovada,Dundee FC,165,Hibernian,155,230.0
soccer_spl,2024-11-23 19:45:00,Bovada,Celtic,-335,Hearts,750,420.0
soccer_switzerland_superleague,2024-11-23 17:00:00,Bovada,BSC Young Boys,170,FC Luzern,135,260.0
soccer_switzerland_superleague,2024-11-23 17:00:00,Bovada,FC Winterthur,440,Grasshopper Zürich,-175,300.0
soccer_switzerland_superleague,2024-11-23 19:30:00,Bovada,FC Lausanne-Sport,-115,FC Sion,300,245.0
soccer_switzerland_superleague,2024-11-24 13:15:00,Bovada,FC Lugano,100,FC Zurich,240,245.0
soccer_switzerland_superleague,2024-11-24 15:30:00,Bovada,FC Basel,100,Servette,215,275.0
soccer_switzerland_superleague,2024-11-24 15:30:00,Bovada,FC St Gallen,-210,Yverdon Sport FC,475,320.0
soccer_turkey_super_league,2024-11-23 10:30:00,Bovada,Eyüpspor,100,Çaykur Rizespor,260,235.0
soccer_turkey_super_league,2024-11-23 13:00:00,Bovada,Basaksehir,165,Gazişehir Gaziantep,160,225.0
soccer_turkey_super_league,2024-11-23 13:00:00,Bovada,Fenerbahce,-220,Kayserispor,500,330.0
soccer_turkey_super_league,2024-11-23 16:00:00,Bovada,Bodrum FK,550,Galatasaray,-230,320.0
soccer_turkey_super_league,2024-11-24 10:30:00,Bovada,Kasimpasa SK,150,Sivasspor,170,225.0
soccer_turkey_super_league,2024-11-24 13:00:00,Bovada,Alanyaspor,350,Samsunspor,-130,240.0
soccer_turkey_super_league,2024-11-24 13:00:00,Bovada,Hatayspor,275,Torku Konyaspor,-105,230.0
soccer_turkey_super_league,2024-11-24 16:00:00,Bovada,Besiktas JK,-185,Goztepe,440,320.0
soccer_turkey_super_league,2024-11-25 17:00:00,Bovada,Adana Demirspor,525,Trabzonspor,-250,370.0
soccer_uefa_champs_league,2024-11-26 17:45:00,Bovada,AC Milan,-420,ŠK Slovan Bratislava,1000,550.0
soccer_uefa_champs_league,2024-11-26 17:45:00,Bovada,Atlético Madrid,-155,Sparta Prague,400,310.0
soccer_uefa_champs_league,2024-11-26 20:00:00,Bovada,Arsenal,135,Sporting Lisbon,185,260.0
soccer_uefa_champs_league,2024-11-26 20:00:00,Bovada,Atalanta,-235,Young Boys,525,400.0
soccer_uefa_champs_league,2024-11-26 20:00:00,Bovada,Barcelona,-675,Brest,1500,775.0
soccer_uefa_champs_league,2024-11-26 20:00:00,Bovada,Bayer Leverkusen,-480,Salzburg,1000,600.0
soccer_uefa_champs_league,2024-11-26 20:00:00,Bovada,Bayern München,-165,Paris Saint Germain,380,350.0
soccer_uefa_champs_league,2024-11-26 20:00:00,Bovada,Feyenoord,1200,Manchester City,-550,675.0
soccer_uefa_champs_league,2024-11-26 20:00:00,Bovada,Internazionale Milano,-220,RB Leipzig,550,380.0
soccer_uefa_champs_league,2024-11-27 17:45:00,Bovada,Girona,115,SK Sturm Graz,220,270.0
soccer_uefa_champs_league,2024-11-27 17:45:00,Bovada,Red Star Belgrade,360,VfB Stuttgart,-150,320.0
soccer_uefa_champs_league,2024-11-27 20:00:00,Bovada,Aston Villa,135,Juventus,200,240.0
soccer_uefa_champs_league,2024-11-27 20:00:00,Bovada,Benfica,215,Monaco,115,270.0
soccer_uefa_champs_league,2024-11-27 20:00:00,Bovada,Bologna,145,LOSC Lille,190,240.0
soccer_uefa_champs_league,2024-11-27 20:00:00,Bovada,Borussia Dortmund,-140,Dinamo Zagreb,340,320.0
soccer_uefa_champs_league,2024-11-27 20:00:00,Bovada,Celtic,100,Club Brugge,265,265.0
soccer_uefa_champs_league,2024-11-27 20:00:00,Bovada,Liverpool,100,Real Madrid,245,285.0
soccer_uefa_champs_league,2024-11-27 20:00:00,Bovada,PSV Eindhoven,-235,Shakhtar Donetsk,575,400.0
soccer_uefa_nations_league,2024-11-14 15:00:00,Bovada,Austria,-385,Kazakhstan,900,500.0
soccer_uefa_nations_league,2024-11-14 17:00:00,Bovada,Armenia,-210,Faroe Islands,600,300.0
soccer_uefa_nations_league,2024-11-14 19:45:00,Bovada,Belgium,150,Italy,180,240.0
soccer_uefa_nations_league,2024-11-14 19:45:00,Bovada,England,-110,Greece,330,235.0
soccer_uefa_nations_league,2024-11-14 19:45:00,Bovada,France,-950,Israel,1900,900.0
soccer_uefa_nations_league,2024-11-14 19:45:00,Bovada,Latvia,650,North Macedonia,-230,310.0
soccer_uefa_nations_league,2024-11-14 19:45:00,Bovada,Norway,145,Slovenia,200,230.0
soccer_uefa_nations_league,2024-11-15 17:00:00,Bovada,Cyprus,130,Lithuania,225,200.0
soccer_uefa_nations_league,2024-11-15 19:45:00,Bovada,Belarus,625,Northern Ireland,-200,275.0
soccer_uefa_nations_league,2024-11-15 19:45:00,Bovada,Bulgaria,170,Luxembourg,180,185.0
soccer_uefa_nations_league,2024-11-15 19:45:00,Bovada,Croatia,115,Scotland,240,245.0
soccer_uefa_nations_league,2024-11-15 19:45:00,Bovada,Denmark,370,Spain,-125,250.0
soccer_uefa_nations_league,2024-11-15 19:45:00,Bovada,Gibraltar,140,San Marino,235,175.0
soccer_uefa_nations_league,2024-11-15 19:45:00,Bovada,Kosovo,330,Romania,-125,255.0
soccer_uefa_nations_league,2024-11-15 19:45:00,Bovada,Poland,1000,Portugal,-385,500.0
soccer_uefa_nations_league,2024-11-15 19:45:00,Bovada,Serbia,350,Switzerland,-125,260.0
soccer_uefa_nations_league,2024-11-16 14:00:00,Bovada,Azerbaijan,-170,Estonia,500,270.0
soccer_uefa_nations_league,2024-11-16 17:00:00,Bovada,Andorra,320,Moldova,100,190.0
soccer_uefa_nations_league,2024-11-16 17:00:00,Bovada,Georgia,145,Ukraine,190,230.0
soccer_uefa_nations_league,2024-11-16 17:00:00,Bovada,Iceland,200,Montenegro,145,230.0
soccer_uefa_nations_league,2024-11-16 17:00:00,Bovada,Turkey,-135,Wales,370,280.0
soccer_uefa_nations_league,2024-11-16 19:45:00,Bovada,Albania,220,Czech Republic,125,235.0
soccer_uefa_nations_league,2024-11-16 19:45:00,Bovada,Bosnia & Herzegovina,2200,Germany,-950,850.0
soccer_uefa_nations_league,2024-11-16 19:45:00,Bovada,Hungary,625,Netherlands,-265,420.0
soccer_uefa_nations_league,2024-11-16 19:45:00,Bovada,Slovakia,390,Sweden,-150,270.0
soccer_uefa_nations_league,2024-11-17 19:45:00,Bovada,France,135,Italy,195,245.0
soccer_conmebol_copa_libertadores,2024-11-30 20:00:00,Bovada,Botafogo,120,Clube Atlético Mineiro,245,200.0
soccer_usa_mls,2024-11-23 22:30:00,Bovada,New York City FC,120,New York Red Bulls,210,265.0
soccer_usa_mls,2024-11-24 03:30:00,Bovada,Los Angeles FC,-110,Seattle Sounders FC,290,270.0
soccer_usa_mls,2024-11-24 20:30:00,Bovada,Atlanta United FC,330,Orlando City SC,-135,310.0
soccer_usa_mls,2024-11-24 23:00:00,Bovada,LA Galaxy,-160,Minnesota United FC,400,330.0
