FIGHTER,HEIGHT_fighter,WEIGHT_fighter,REACH_fighter,STANCE_fighter,Fights,Win,DRAW,Lost,No_contest,TotalTime,KD_fighter,SUB.ATT_fighter,REV._fighter,CTRL_fighter,SIG.STR._landed_fighter,SIG.STR._attempts_fighter,TOTAL STR._landed_fighter,TOTAL STR._attempts_fighter,TD_landed_fighter,TD_attempts_fighter,HEAD_landed_fighter,HEAD_attempts_fighter,BODY_landed_fighter,BODY_attempts_fighter,LEG_landed_fighter,LEG_attempts_fighter,DISTANCE_landed_fighter,DISTANCE_attempts_fighter,CLINCH_landed_fighter,CLINCH_attempts_fighter,GROUND_landed_fighter,GROUND_attempts_fighter,KD_opponent,SUB.ATT_opponent,REV._opponent,CTRL_opponent,SIG.STR._landed_opponent,SIG.STR._attempts_opponent,TOTAL STR._landed_opponent,TOTAL STR._attempts_opponent,TD_landed_opponent,TD_attempts_opponent,HEAD_landed_opponent,HEAD_attempts_opponent,BODY_landed_opponent,BODY_attempts_opponent,LEG_landed_opponent,LEG_attempts_opponent,DISTANCE_landed_opponent,DISTANCE_attempts_opponent,CLINCH_landed_opponent,CLINCH_attempts_opponent,GROUND_landed_opponent,GROUND_attempts_opponent,form_score_fighter
TJ Dillashaw,66.0,135.0,67.0,Orthodox,18,13,0,5,0,13243,9.0,12.0,0.0,3256,1123,2732,1523,3195,23,75,748,2225,163,237,212,270,820,2303,113,172,190,257,3.0,5.0,0.0,514.0,766.0,2018.0,959.0,2238.0,10.0,45.0,545.0,1664.0,132.0,236.0,89.0,118.0,633.0,1824.0,52.0,96.0,81.0,98.0,1.0
TJ Grant,70.0,155.0,72.0,Orthodox,11,8,0,3,0,7747,5.0,5.0,5.0,1926,510,944,733,1192,14,32,298,693,154,187,58,64,315,663,141,196,54,85,1.0,5.0,8.0,2848.0,415.0,962.0,629.0,1204.0,24.0,38.0,323.0,836.0,43.0,71.0,49.0,55.0,285.0,723.0,32.0,59.0,98.0,180.0,4.4
TJ Laramie,66.0,145.0,66.0,Orthodox,2,0,0,2,0,952,0.0,0.0,1.0,270,15,35,22,43,1,5,9,26,2,4,4,5,12,27,0,2,3,6,0.0,1.0,0.0,486.0,51.0,80.0,142.0,182.0,6.0,10.0,30.0,58.0,18.0,19.0,3.0,3.0,15.0,28.0,14.0,15.0,22.0,37.0,0.0
TJ O'Brien,74.0,155.0,72.0,Orthodox,2,0,0,2,0,954,0.0,0.0,0.0,34,60,130,66,138,1,1,28,89,9,13,23,28,56,121,0,3,4,6,2.0,2.0,1.0,223.0,76.0,180.0,142.0,252.0,1.0,1.0,54.0,152.0,3.0,5.0,19.0,23.0,40.0,132.0,2.0,2.0,34.0,46.0,0.0
TJ Waldburger,71.0,170.0,75.0,Orthodox,8,4,0,4,0,3569,2.0,19.0,3.0,1252,120,234,183,308,12,26,76,183,20,23,24,28,59,144,20,28,41,62,2.0,8.0,1.0,1044.0,142.0,237.0,282.0,390.0,9.0,15.0,102.0,180.0,24.0,35.0,16.0,22.0,46.0,115.0,35.0,50.0,61.0,72.0,0.59
Tabatha Ricci,61.0,115.0,61.0,Orthodox,8,6,0,2,0,6314,0.0,1.0,0.0,2022,487,1273,699,1529,21,55,319,1030,64,106,104,137,390,1154,31,42,66,77,1.0,0.0,0.0,93.0,558.0,1347.0,731.0,1562.0,2.0,11.0,366.0,1072.0,127.0,195.0,65.0,80.0,472.0,1215.0,67.0,107.0,19.0,25.0,2.03
Tae Hyun Bang,69.0,155.0,71.0,Switch,5,2,0,3,0,3657,3.0,2.0,3.0,267,166,433,195,463,2,6,141,391,17,30,8,12,138,382,10,26,18,25,1.0,2.0,1.0,788.0,126.0,376.0,212.0,472.0,14.0,33.0,76.0,287.0,31.0,61.0,19.0,28.0,102.0,333.0,15.0,27.0,9.0,16.0,0.73
Tafon Nchukwi,72.0,185.0,77.0,Orthodox,6,2,0,4,0,4319,1.0,0.0,0.0,504,393,723,480,833,4,7,196,466,128,172,69,85,273,575,107,131,13,17,2.0,2.0,0.0,581.0,270.0,592.0,319.0,657.0,6.0,17.0,161.0,455.0,47.0,65.0,62.0,72.0,231.0,532.0,12.0,21.0,27.0,39.0,0.15
Tagir Ulanbekov,67.0,125.0,70.0,Southpaw,5,4,0,1,0,3396,1.0,8.0,2.0,1703,182,398,296,528,14,30,147,352,23,31,12,15,135,341,29,35,18,22,1.0,2.0,0.0,245.0,187.0,383.0,328.0,544.0,7.0,18.0,87.0,257.0,31.0,45.0,69.0,81.0,145.0,332.0,26.0,35.0,16.0,16.0,2.43
Tai Bowden,71.0,230.0,72.0,Orthodox,1,0,0,1,0,445,0.0,0.0,0.0,0,4,4,20,20,0,0,2,2,0,0,2,2,2,2,2,2,0,0,0.0,1.0,0.0,0.0,13.0,16.0,39.0,43.0,2.0,2.0,12.0,15.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,11.0,13.0,0.0
Tai Tuivasa,74.0,264.0,75.0,Southpaw,16,8,0,8,0,6940,8.0,0.0,0.0,806,436,930,487,985,0,3,257,681,76,105,103,144,318,767,104,143,14,20,6.0,3.0,0.0,1018.0,599.0,1077.0,729.0,1226.0,11.0,26.0,416.0,847.0,110.0,144.0,73.0,86.0,462.0,892.0,53.0,68.0,84.0,117.0,0.0
Taila Santos,66.0,125.0,68.0,Orthodox,7,4,0,3,0,6289,3.0,9.0,2.0,2503,315,688,582,985,15,20,167,486,65,108,83,94,215,551,43,57,57,80,0.0,2.0,0.0,1398.0,269.0,630.0,619.0,1028.0,5.0,34.0,150.0,475.0,56.0,78.0,63.0,77.0,212.0,549.0,37.0,56.0,20.0,25.0,0.93
Tainara Lisboa,67.0,135.0,67.0,Orthodox,2,2,0,0,0,1760,0.0,1.0,0.0,544,60,118,174,251,4,10,39,91,19,23,2,4,36,84,22,28,2,6,0.0,0.0,0.0,778.0,41.0,91.0,89.0,153.0,3.0,10.0,30.0,74.0,4.0,8.0,7.0,9.0,36.0,81.0,4.0,8.0,1.0,2.0,1.4
Takanori Gomi,67.0,155.0,70.0,Southpaw,13,4,0,9,0,5360,2.0,0.0,1.0,603,367,943,473,1052,1,4,230,734,109,169,28,40,324,892,32,38,11,13,4.0,10.0,0.0,718.0,423.0,992.0,611.0,1196.0,12.0,30.0,299.0,831.0,78.0,107.0,46.0,54.0,354.0,886.0,23.0,33.0,46.0,73.0,0.0
Takashi Sato,70.0,170.0,73.0,Southpaw,7,2,0,5,0,3553,2.0,0.0,1.0,209,131,315,174,366,3,8,101,271,23,35,7,9,76,241,17,23,38,51,2.0,3.0,2.0,1411.0,221.0,395.0,427.0,660.0,9.0,23.0,126.0,267.0,71.0,102.0,24.0,26.0,133.0,291.0,33.0,41.0,55.0,63.0,0.18
Takenori Sato,70.0,170.0,72.0,Southpaw,2,0,0,2,0,130,0.0,0.0,0.0,2,1,3,2,4,0,4,0,0,0,1,1,2,1,3,0,0,0,0,1.0,0.0,0.0,13.0,28.0,31.0,36.0,39.0,0.0,0.0,24.0,27.0,4.0,4.0,0.0,0.0,2.0,5.0,5.0,5.0,21.0,21.0,0.0
Takeya Mizugaki,67.0,135.0,69.0,Orthodox,14,8,0,6,0,9694,3.0,1.0,0.0,2580,613,1531,895,1864,16,32,443,1306,121,154,49,71,421,1193,99,179,93,159,3.0,3.0,1.0,2099.0,517.0,1235.0,820.0,1568.0,17.0,57.0,324.0,998.0,149.0,187.0,44.0,50.0,354.0,1020.0,128.0,167.0,35.0,48.0,0.22
Talita Alencar,61.0,115.0,58.0,Orthodox,2,1,0,1,0,1800,0.0,0.0,0.0,202,77,308,93,335,2,19,41,225,28,69,8,14,57,274,13,21,7,13,1.0,0.0,0.0,84.0,129.0,305.0,167.0,346.0,0.0,1.0,90.0,243.0,25.0,39.0,14.0,23.0,111.0,284.0,16.0,19.0,2.0,2.0,0.33
Talita Bernardo,64.0,135.0,68.0,Orthodox,4,1,0,3,0,3342,0.0,2.0,2.0,1178,174,413,249,502,6,27,106,334,24,30,44,49,148,379,7,9,19,25,1.0,5.0,4.0,459.0,225.0,508.0,410.0,712.0,5.0,7.0,174.0,440.0,29.0,40.0,22.0,28.0,153.0,398.0,16.0,22.0,56.0,88.0,0.33
Tamdan McCrory,76.0,185.0,76.0,Switch,9,4,0,5,0,4670,0.0,11.0,4.0,1685,160,328,269,448,11,23,109,263,31,41,20,24,59,164,33,59,68,105,3.0,6.0,3.0,1748.0,124.0,231.0,301.0,428.0,11.0,16.0,53.0,134.0,36.0,49.0,35.0,48.0,68.0,142.0,9.0,15.0,47.0,74.0,0.62
Tamires Vidal,66.0,135.0,68.0,Orthodox,3,1,0,2,0,1723,1.0,2.0,0.0,163,92,167,150,231,0,4,30,97,12,13,50,57,87,161,5,6,0,0,0.0,1.0,0.0,732.0,112.0,248.0,249.0,421.0,5.0,7.0,61.0,182.0,32.0,43.0,19.0,23.0,87.0,201.0,5.0,11.0,20.0,36.0,0.31
Tanner Boser,74.0,205.0,75.0,Orthodox,10,5,0,5,0,6593,2.0,0.0,1.0,450,516,979,681,1170,0,0,248,663,103,134,165,182,451,892,39,53,26,34,0.0,1.0,0.0,1029.0,302.0,724.0,439.0,892.0,7.0,19.0,184.0,558.0,78.0,113.0,40.0,53.0,249.0,663.0,35.0,43.0,18.0,18.0,0.81
Tarec Saffiedine,70.0,170.0,70.0,Switch,6,2,0,4,0,5788,3.0,1.0,0.0,783,360,784,452,878,4,12,196,586,62,77,102,121,301,699,53,78,6,7,1.0,2.0,0.0,1034.0,374.0,863.0,465.0,961.0,5.0,26.0,233.0,677.0,108.0,148.0,33.0,38.0,288.0,744.0,72.0,101.0,14.0,18.0,0.15
Tateki Matsuda,67.0,125.0,72.0,Orthodox,2,0,0,2,0,1800,0.0,0.0,1.0,116,96,278,132,319,0,2,63,221,10,22,23,35,85,259,8,16,3,3,1.0,2.0,1.0,475.0,103.0,334.0,133.0,366.0,5.0,6.0,90.0,317.0,11.0,14.0,2.0,3.0,57.0,262.0,12.0,20.0,34.0,52.0,0.0
Tatiana Suarez,65.0,115.0,66.0,Southpaw,7,7,0,0,0,3922,0.0,4.0,0.0,2789,279,436,479,666,27,44,157,285,77,100,45,51,77,192,33,40,169,204,0.0,3.0,2.0,90.0,90.0,184.0,209.0,334.0,0.0,2.0,53.0,122.0,30.0,47.0,7.0,15.0,56.0,142.0,23.0,29.0,11.0,13.0,4.8
Tatsuro Taira,67.0,125.0,70.0,Orthodox,6,6,0,0,0,3453,2.0,8.0,3.0,1882,205,311,333,469,9,19,155,254,15,20,35,37,91,159,8,14,106,138,1.0,4.0,5.0,369.0,98.0,185.0,125.0,213.0,3.0,8.0,58.0,126.0,24.0,32.0,16.0,27.0,81.0,165.0,13.0,16.0,4.0,4.0,4.9
Tatsuya Kawajiri,67.0,145.0,69.0,Orthodox,6,3,0,3,0,4850,0.0,2.0,2.0,2511,136,291,320,488,18,58,107,248,13,24,16,19,69,207,10,12,57,72,1.0,4.0,0.0,927.0,244.0,385.0,460.0,616.0,8.0,16.0,172.0,306.0,29.0,33.0,43.0,46.0,97.0,228.0,41.0,46.0,106.0,111.0,0.49
Taylor Lapilus,66.0,135.0,73.0,Southpaw,8,6,0,2,0,6686,2.0,2.0,1.0,807,512,1065,595,1156,2,6,336,847,125,154,51,64,387,911,104,128,21,26,0.0,1.0,0.0,1858.0,291.0,782.0,437.0,953.0,16.0,71.0,126.0,537.0,94.0,147.0,71.0,98.0,238.0,696.0,38.0,66.0,15.0,20.0,1.83
Te Edwards,68.0,155.0,72.0,Orthodox,2,0,0,2,0,1214,1.0,0.0,0.0,750,28,71,30,73,1,1,20,60,4,6,4,5,20,54,4,4,4,13,2.0,3.0,0.0,74.0,84.0,153.0,125.0,200.0,5.0,9.0,56.0,119.0,18.0,20.0,10.0,14.0,39.0,86.0,6.0,13.0,39.0,54.0,0.0
Tecia Pennington,61.0,115.0,60.0,Orthodox,17,10,0,7,0,14153,1.0,1.0,0.0,2437,1136,2367,1521,2804,9,63,636,1730,245,335,255,302,955,2099,141,213,40,55,0.0,4.0,3.0,2794.0,832.0,2179.0,1204.0,2596.0,28.0,77.0,429.0,1593.0,268.0,395.0,135.0,191.0,583.0,1857.0,176.0,232.0,73.0,90.0,0.84
Tedd Williams,73.0,275.0,72.0,Orthodox,2,1,0,1,0,1103,1.0,0.0,0.0,478,34,48,59,73,1,10,14,25,20,23,0,0,3,8,9,15,22,25,0.0,0.0,0.0,374.0,44.0,88.0,76.0,122.0,0.0,1.0,40.0,84.0,4.0,4.0,0.0,0.0,1.0,13.0,18.0,27.0,25.0,48.0,0.47
Teemu Packalen,73.0,155.0,75.0,Orthodox,4,1,0,3,0,1167,1.0,2.0,0.0,204,50,92,56,101,3,12,37,77,12,13,1,2,34,68,5,7,11,17,2.0,0.0,2.0,425.0,76.0,146.0,101.0,173.0,0.0,1.0,48.0,109.0,14.0,20.0,14.0,17.0,56.0,117.0,8.0,11.0,12.0,18.0,0.36
Tereza Bleda,69.0,125.0,71.0,Orthodox,2,1,0,1,0,1587,0.0,2.0,0.0,947,75,146,206,290,4,17,46,103,19,28,10,15,30,96,12,14,33,36,1.0,0.0,1.0,143.0,68.0,119.0,109.0,161.0,0.0,3.0,37.0,84.0,12.0,15.0,19.0,20.0,63.0,110.0,2.0,5.0,3.0,4.0,0.5
Terrance McKinney,70.0,155.0,73.0,Switch,9,5,0,4,0,1418,3.0,2.0,0.0,678,130,256,174,314,5,13,107,224,23,31,0,1,66,171,24,29,40,56,3.0,1.0,1.0,130.0,76.0,136.0,107.0,169.0,1.0,7.0,45.0,98.0,21.0,25.0,10.0,13.0,52.0,104.0,13.0,14.0,11.0,18.0,1.13
Terrence Mitchell,70.0,135.0,74.0,Orthodox,2,0,0,2,0,244,0.0,0.0,0.0,66,9,26,12,30,1,2,8,25,1,1,0,0,6,22,2,3,1,1,1.0,1.0,1.0,114.0,36.0,62.0,42.0,69.0,2.0,2.0,32.0,58.0,4.0,4.0,0.0,0.0,6.0,13.0,5.0,8.0,25.0,41.0,0.0
Terrion Ware,68.0,135.0,71.0,Orthodox,4,0,0,4,0,3600,0.0,0.0,0.0,173,241,741,304,819,2,9,165,630,47,69,29,42,210,681,16,40,15,20,0.0,0.0,0.0,1135.0,364.0,730.0,541.0,935.0,16.0,29.0,272.0,612.0,47.0,70.0,45.0,48.0,252.0,525.0,21.0,39.0,91.0,166.0,0.0
Terry Etim,73.0,155.0,73.0,Orthodox,11,6,0,5,0,6349,2.0,10.0,1.0,353,229,639,258,674,3,10,110,480,25,44,94,115,199,592,27,37,3,10,3.0,1.0,0.0,2792.0,268.0,812.0,677.0,1291.0,20.0,33.0,151.0,607.0,50.0,103.0,67.0,102.0,143.0,618.0,33.0,43.0,92.0,151.0,0.59
Terry Martin,68.0,185.0,71.0,Orthodox,6,2,0,4,0,2640,1.0,0.0,0.0,1305,133,252,223,343,9,25,66,177,43,50,24,25,33,130,75,91,25,31,2.0,1.0,0.0,512.0,136.0,247.0,361.0,473.0,1.0,6.0,59.0,164.0,37.0,41.0,40.0,42.0,37.0,126.0,83.0,104.0,16.0,17.0,0.67
Teruto Ishihara,67.0,135.0,69.0,Southpaw,9,3,0,6,0,5433,8.0,0.0,0.0,510,295,660,343,715,3,18,167,485,52,91,76,84,235,560,24,43,36,57,3.0,3.0,0.0,1377.0,329.0,710.0,417.0,805.0,18.0,26.0,196.0,530.0,68.0,98.0,65.0,82.0,252.0,600.0,54.0,74.0,23.0,36.0,0.15
Thaddeus Luster,75.0,210.0,72.0,Orthodox,1,0,0,1,0,292,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,1.0,0.0,2.0,3.0,14.0,15.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0
Thales Leites,73.0,185.0,78.0,Orthodox,21,13,0,8,0,15833,4.0,20.0,0.0,4742,562,1387,839,1696,37,135,387,1162,57,93,118,132,383,1109,60,105,119,173,3.0,4.0,2.0,2135.0,790.0,1680.0,1033.0,1949.0,9.0,13.0,497.0,1321.0,89.0,129.0,204.0,230.0,584.0,1395.0,92.0,130.0,114.0,155.0,0.72
Themba Gorimbo,73.0,170.0,77.0,Orthodox,4,3,0,1,0,2229,2.0,0.0,4.0,1413,94,136,247,336,10,17,42,76,47,54,5,6,26,50,47,53,21,33,0.0,1.0,2.0,566.0,40.0,75.0,94.0,136.0,3.0,14.0,27.0,55.0,12.0,16.0,1.0,4.0,6.0,30.0,19.0,21.0,15.0,24.0,2.0
Thiago Alves,69.0,170.0,70.0,Orthodox,27,15,0,12,0,17797,13.0,6.0,2.0,1851,1106,2648,1443,3034,14,23,569,1953,150,200,387,495,867,2227,126,208,113,213,7.0,11.0,3.0,4567.0,1015.0,2708.0,1422.0,3155.0,45.0,122.0,649.0,2203.0,218.0,312.0,148.0,193.0,731.0,2283.0,159.0,251.0,125.0,174.0,0.22
Thiago Moises,69.0,155.0,70.0,Orthodox,13,7,0,6,0,8893,1.0,13.0,0.0,1774,328,816,455,967,15,42,201,643,53,85,74,88,257,725,23,33,48,58,3.0,3.0,2.0,2197.0,619.0,1367.0,951.0,1776.0,17.0,38.0,253.0,895.0,222.0,309.0,144.0,163.0,428.0,1056.0,76.0,104.0,115.0,207.0,1.22
Thiago Perpetuo,70.0,170.0,72.0,Orthodox,3,1,0,2,0,957,2.0,0.0,0.0,370,86,123,114,159,3,6,58,85,23,31,5,7,41,67,11,14,34,42,1.0,3.0,0.0,190.0,56.0,115.0,85.0,152.0,2.0,6.0,35.0,88.0,7.0,10.0,14.0,17.0,39.0,89.0,9.0,12.0,8.0,14.0,0.31
Thiago Santos,74.0,205.0,76.0,Orthodox,24,14,0,10,0,14331,14.0,1.0,2.0,1891,888,1844,1091,2059,14,42,455,1216,204,309,229,319,512,1285,150,181,226,378,3.0,7.0,0.0,2362.0,614.0,1333.0,902.0,1650.0,20.0,58.0,330.0,914.0,141.0,215.0,143.0,204.0,417.0,1085.0,87.0,110.0,110.0,138.0,0.22
Thiago Silva,74.0,205.0,74.0,Orthodox,12,7,0,3,2,5946,4.0,4.0,0.0,1207,412,849,639,1107,6,13,229,604,79,114,104,131,240,569,89,147,83,133,5.0,1.0,0.0,1232.0,299.0,913.0,351.0,976.0,17.0,43.0,182.0,759.0,44.0,66.0,73.0,88.0,227.0,784.0,54.0,98.0,18.0,31.0,1.3
Thiago Tavares,67.0,145.0,70.0,Orthodox,18,10,0,8,0,9863,0.0,16.0,5.0,3820,329,820,1014,1593,42,98,229,680,76,106,24,34,209,618,30,53,90,149,7.0,11.0,8.0,2009.0,379.0,1019.0,804.0,1473.0,13.0,35.0,243.0,834.0,69.0,102.0,67.0,83.0,224.0,783.0,59.0,97.0,96.0,139.0,1.29
Thibault Gouti,70.0,155.0,72.0,Orthodox,6,1,0,5,0,2936,1.0,1.0,1.0,428,180,522,235,584,4,5,140,455,22,40,18,27,145,466,17,33,18,23,4.0,2.0,0.0,782.0,276.0,555.0,397.0,686.0,4.0,24.0,202.0,455.0,48.0,70.0,26.0,30.0,178.0,405.0,30.0,47.0,68.0,103.0,0.4
Thomas Almeida,67.0,145.0,70.0,Southpaw,10,5,0,5,0,5397,3.0,0.0,0.0,59,435,1000,441,1008,1,7,261,761,80,123,94,116,388,928,45,67,2,5,8.0,0.0,0.0,417.0,443.0,1159.0,465.0,1186.0,7.0,29.0,306.0,953.0,78.0,132.0,59.0,74.0,396.0,1098.0,36.0,47.0,11.0,14.0,0.14
Thomas Gifford,73.0,155.0,75.0,Orthodox,2,0,0,2,0,1785,0.0,0.0,0.0,101,118,312,175,373,1,3,61,242,23,30,34,40,104,292,12,16,2,4,2.0,0.0,0.0,667.0,192.0,307.0,236.0,356.0,4.0,6.0,137.0,239.0,39.0,47.0,16.0,21.0,129.0,232.0,20.0,21.0,43.0,54.0,0.0
Thomas Petersen,73.0,264.0,74.0,Southpaw,2,1,0,1,0,1800,0.0,0.0,0.0,228,134,224,214,317,3,11,84,167,43,50,7,7,126,215,7,8,1,1,0.0,0.0,0.0,4.0,128.0,309.0,129.0,310.0,0.0,1.0,87.0,245.0,34.0,56.0,7.0,8.0,117.0,292.0,11.0,17.0,0.0,0.0,0.5
Thomas Ramirez,73.0,410.0,72.0,Sideways,1,0,0,1,0,8,0.0,0.0,0.0,0,1,2,1,2,0,0,1,2,0,0,0,0,1,2,0,0,0,0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0
Tiago dos Santos e Silva,69.0,145.0,70.0,Orthodox,4,2,0,2,0,2879,0.0,1.0,2.0,618,177,497,230,559,2,18,79,351,42,76,56,70,137,426,39,69,1,2,3.0,0.0,0.0,265.0,203.0,502.0,283.0,597.0,4.0,6.0,146.0,427.0,44.0,56.0,13.0,19.0,140.0,413.0,24.0,33.0,39.0,56.0,0.56
Tiki Ghosn,70.0,170.0,72.0,Orthodox,4,0,0,4,0,1480,0.0,0.0,0.0,154,59,133,75,149,0,0,21,78,21,31,17,24,38,95,21,38,0,0,1.0,3.0,0.0,674.0,73.0,154.0,242.0,331.0,7.0,13.0,50.0,118.0,14.0,23.0,9.0,13.0,41.0,111.0,21.0,28.0,11.0,15.0,0.0
Tim Boetsch,72.0,185.0,74.0,Orthodox,24,12,0,12,0,13004,7.0,11.0,2.0,1890,635,1253,1030,1689,21,61,364,891,161,233,110,129,397,920,161,234,77,99,2.0,11.0,0.0,3682.0,629.0,1467.0,1023.0,1903.0,22.0,54.0,373.0,1137.0,159.0,208.0,97.0,122.0,331.0,1011.0,148.0,236.0,150.0,220.0,0.61
Tim Credeur,75.0,185.0,75.0,Orthodox,5,3,0,2,0,2187,2.0,8.0,0.0,278,131,424,156,461,1,1,104,389,19,27,8,8,117,398,8,14,6,12,3.0,0.0,0.0,815.0,114.0,271.0,206.0,387.0,3.0,6.0,70.0,200.0,24.0,44.0,20.0,27.0,81.0,188.0,3.0,7.0,30.0,76.0,0.8
Tim Elliott,67.0,125.0,66.0,Southpaw,20,9,0,11,0,14709,2.0,17.0,7.0,4699,831,1850,1866,3076,61,129,486,1325,172,297,173,228,514,1392,152,212,165,246,0.0,14.0,9.0,3482.0,653.0,1515.0,1114.0,2028.0,25.0,61.0,442.0,1238.0,135.0,185.0,76.0,92.0,523.0,1320.0,77.0,121.0,53.0,74.0,1.53
Tim Gorman,65.0,135.0,72.0,Southpaw,2,0,0,2,0,1800,0.0,0.0,0.0,542,82,258,121,301,2,21,75,244,2,5,5,9,72,239,10,16,0,3,0.0,5.0,0.0,191.0,167.0,315.0,215.0,363.0,2.0,3.0,101.0,240.0,44.0,49.0,22.0,26.0,129.0,259.0,29.0,44.0,9.0,12.0,0.0
Tim Hague,76.0,260.0,76.0,Orthodox,5,1,0,4,0,2088,0.0,2.0,0.0,489,97,204,124,233,4,12,81,179,9,18,7,7,51,144,24,35,22,25,3.0,1.0,1.0,294.0,144.0,268.0,182.0,309.0,1.0,7.0,124.0,245.0,2.0,4.0,18.0,19.0,105.0,214.0,26.0,37.0,13.0,17.0,0.16
Tim Kennedy,71.0,185.0,74.0,Orthodox,5,3,0,2,0,4103,1.0,1.0,1.0,1329,193,423,273,520,10,29,92,270,48,86,53,67,119,322,49,62,25,39,3.0,0.0,1.0,405.0,166.0,391.0,199.0,426.0,5.0,9.0,125.0,324.0,24.0,42.0,17.0,25.0,137.0,351.0,18.0,24.0,11.0,16.0,0.89
Tim Lajcik,73.0,225.0,72.0,Orthodox,3,0,0,3,0,2100,0.0,0.0,0.0,643,29,75,153,213,0,1,22,68,7,7,0,0,5,31,4,8,20,36,0.0,5.0,1.0,1012.0,56.0,101.0,239.0,296.0,3.0,17.0,35.0,70.0,13.0,15.0,8.0,16.0,8.0,17.0,8.0,16.0,40.0,68.0,0.0
Tim McKenzie,72.0,185.0,74.0,Orthodox,1,0,0,1,0,100,0.0,0.0,0.0,0,1,4,2,5,0,0,1,4,0,0,0,0,1,4,0,0,0,0,1.0,0.0,0.0,66.0,16.0,27.0,27.0,40.0,1.0,1.0,11.0,22.0,3.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,11.0,20.0,0.0
Tim Means,74.0,170.0,75.0,Orthodox,30,15,0,14,1,17339,11.0,3.0,4.0,2468,1457,2968,1977,3522,22,55,885,2197,409,594,163,177,1116,2495,202,270,139,203,5.0,8.0,1.0,2669.0,1055.0,2653.0,1289.0,2928.0,37.0,105.0,733.0,2171.0,191.0,323.0,131.0,159.0,899.0,2384.0,102.0,162.0,54.0,107.0,0.47
Tim Sylvia,80.0,265.0,80.0,Orthodox,13,9,0,4,0,8253,5.0,1.0,1.0,1330,585,1401,828,1658,1,1,422,1213,75,92,88,96,396,1144,137,194,52,63,3.0,7.0,2.0,1559.0,345.0,913.0,492.0,1082.0,11.0,44.0,200.0,738.0,64.0,88.0,81.0,87.0,253.0,782.0,51.0,63.0,41.0,68.0,0.82
Tim Williams,74.0,185.0,76.0,Orthodox,2,0,0,2,0,996,0.0,0.0,0.0,91,51,131,60,144,2,5,33,101,5,13,13,17,46,119,3,8,2,4,3.0,0.0,0.0,75.0,59.0,115.0,63.0,119.0,0.0,1.0,43.0,98.0,14.0,15.0,2.0,2.0,48.0,98.0,4.0,7.0,7.0,10.0,0.0
Timmy Cuamba,69.0,145.0,71.0,Orthodox,2,0,0,2,0,1800,0.0,0.0,0.0,253,92,210,108,232,3,11,55,154,22,31,15,25,74,186,5,6,13,18,1.0,0.0,0.0,156.0,130.0,348.0,152.0,377.0,1.0,1.0,94.0,292.0,18.0,36.0,18.0,20.0,123.0,335.0,3.0,7.0,4.0,6.0,0.0
Timothy Johnson,75.0,265.0,77.0,Southpaw,7,4,0,3,0,4968,1.0,0.0,0.0,2029,284,627,530,918,6,25,182,489,49,72,53,66,111,391,133,178,40,58,1.0,1.0,0.0,578.0,255.0,459.0,441.0,663.0,4.0,13.0,162.0,350.0,67.0,81.0,26.0,28.0,155.0,339.0,90.0,108.0,10.0,12.0,1.06
Timur Valiev,66.0,135.0,67.0,Orthodox,4,2,0,1,1,3119,1.0,1.0,0.0,845,270,509,333,587,6,15,126,323,73,104,71,82,220,446,17,20,33,43,5.0,0.0,1.0,427.0,173.0,316.0,223.0,373.0,4.0,9.0,124.0,258.0,26.0,32.0,23.0,26.0,124.0,256.0,7.0,10.0,42.0,50.0,0.73
Tina Lahdemaki,62.0,115.0,72.0,Orthodox,1,0,0,1,0,900,0.0,0.0,0.0,0,29,141,49,170,0,0,21,123,5,12,3,6,26,134,3,7,0,0,0.0,2.0,0.0,435.0,70.0,164.0,132.0,228.0,5.0,6.0,49.0,132.0,13.0,24.0,8.0,8.0,41.0,120.0,4.0,8.0,25.0,36.0,0.0
Tito Ortiz,75.0,205.0,74.0,Orthodox,27,15,0,12,0,18053,2.0,8.0,0.0,7167,707,1505,1675,2533,58,130,526,1282,90,111,91,112,235,767,153,213,319,525,5.0,6.0,3.0,2737.0,698.0,1732.0,1539.0,2628.0,16.0,37.0,479.0,1431.0,114.0,154.0,105.0,147.0,411.0,1245.0,103.0,164.0,184.0,323.0,0.24
Todd Brown,71.0,205.0,72.0,Orthodox,2,0,0,2,0,1200,0.0,0.0,0.0,257,43,95,66,119,0,3,14,60,11,16,18,19,25,75,18,20,0,0,1.0,1.0,0.0,259.0,77.0,150.0,149.0,223.0,3.0,6.0,52.0,119.0,17.0,21.0,8.0,10.0,49.0,110.0,18.0,26.0,10.0,14.0,0.0
