Date,Parlay,Combined Decimal Odds,Overall%,EV,Legs,Favorites,Successful,Normalized EV,Normalized Overall%,Combined Score,Event,Bet Size,Payout,Potential ROI,Rolling Bankroll
10/14/2023,Javid Basharat,1.2173913043478262,0.5246,0.6386434782608695,1,1,0,0.1985742901596408,1.0,1.0,294 Old_AllParlays,69.41766617996589,84.50846317561066,8.597515510479319,1510.072
10/14/2023,Nathaniel Wood,1.3225806451612905,0.5101,0.6746483870967741,1,1,0,0.2108693587089646,0.972247222600816,0.972247222600816,294 Old_AllParlays,67.49895447655472,89.27281075931431,8.597515510479319,1510.072
10/14/2023,Anshul Jubli,1.25,0.503,0.62875,1,1,0,0.1951958343506558,0.9586579315984568,0.9586579315984568,294 Old_AllParlays,66.55944736660855,83.19930920826069,8.597515510479319,1510.072
10/14/2023,"Javid Basharat, Anshul Jubli, Nathaniel Wood",2.012622720897616,0.13460202538,0.2709030945586255,3,3,0,0.0729971571475738,0.2535498637405838,0.2535498637405838,294 Old_AllParlays,17.811205613755504,35.8472371048235,8.597515510479319,1510.072
10/14/2023,"Kamaru Usman, Ikram Aliskerov, Javid Basharat, Anshul Jubli, Nathaniel Wood",7.673413293353322,0.0338322863802756,0.2596091160549439,5,5,0,0.0691404541482627,0.0606781302900157,0.0606781302900157,294 Old_AllParlays,4.476855436620241,34.352762019782844,8.597515510479319,1510.072
10/14/2023,"Johnny Walker, Ikram Aliskerov, Javid Basharat, Anshul Jubli, Nathaniel Wood",9.529884251422676,0.0338255226285003,0.3223533153934866,5,5,0,0.0905665390039624,0.0606651845729533,0.0606651845729533,294 Old_AllParlays,4.475960423538155,42.65538475026744,8.597515510479319,1510.072
10/14/2023,"Kamaru Usman, Javid Basharat, Sedriques Dumas, Anshul Jubli, Nathaniel Wood",9.90920716112532,0.0338188207936566,0.3351177011893166,5,5,0,0.0949253612708096,0.0606523573639477,0.0606523573639477,294 Old_AllParlays,4.475073603610642,44.34443139946147,8.597515510479319,1510.072
10/14/2023,"Johnny Walker, Javid Basharat, Sedriques Dumas, Anshul Jubli, Nathaniel Wood",12.306595990429832,0.0338120597339218,0.4161113587496564,5,5,0,0.1225833280303807,0.0606394167994095,0.0606394167994095,294 Old_AllParlays,4.4741789467526685,55.06191268657196,8.597515510479319,1510.072
10/14/2023,"Kamaru Usman, Ikram Aliskerov, Javid Basharat, Sedriques Dumas, Nathaniel Wood",9.749748655084222,0.0337852036755715,0.32939724409765,5,5,0,0.0929719217441034,0.0605880147160153,0.0605880147160153,294 Old_AllParlays,4.470625220306861,43.58747222907242,8.597515510479319,1510.072
10/14/2023,"Johnny Walker, Ikram Aliskerov, Javid Basharat, Sedriques Dumas, Nathaniel Wood",12.108558813572342,0.033778449336572,0.4090083404231557,5,5,0,0.1201577671817349,0.0605750870148613,0.0605750870148613,294 Old_AllParlays,4.469731452769817,54.12200617673747,8.597515510479319,1510.072
10/14/2023,"Kamaru Usman, Said Nurmagomedov, Javid Basharat, Anshul Jubli, Nathaniel Wood",9.01207729468599,0.0337380272739425,0.3040497095629946,5,5,0,0.0843161666058163,0.0604977198075393,0.0604977198075393,294 Old_AllParlays,4.464382605553041,40.23336111429565,8.597515510479319,1510.072
10/14/2023,"Johnny Walker, Said Nurmagomedov, Javid Basharat, Anshul Jubli, Nathaniel Wood",11.192418575658408,0.0337312823664507,0.3775346313390427,5,5,0,0.1094100268540396,0.0604848101581463,0.0604848101581463,294 Old_AllParlays,4.463490086039734,49.95724935125826,8.597515510479319,1510.072
10/14/2023,"Kamaru Usman, Ikram Aliskerov, Said Nurmagomedov, Javid Basharat, Nathaniel Wood",8.867055361208285,0.0337044904675072,0.2988595828967037,5,5,0,0.0825438259665842,0.0604335308748717,0.0604335308748717,294 Old_AllParlays,4.459944849483907,39.54657788830956,8.597515510479319,1510.072
10/14/2023,"Johnny Walker, Ikram Aliskerov, Said Nurmagomedov, Javid Basharat, Nathaniel Wood",11.01231069053287,0.0336977522646948,0.3710901175114274,5,5,0,0.1072093341751963,0.0604206340581322,0.0604206340581322,294 Old_AllParlays,4.459053217166933,49.10447941306241,8.597515510479319,1510.072
10/14/2023,"Kamaru Usman, Said Nurmagomedov, Javid Basharat, Sedriques Dumas, Nathaniel Wood",11.45063938618926,0.0336910757449331,0.3857843588880167,5,5,0,0.1122271695439478,0.0604078553018047,0.0604078553018047,294 Old_AllParlays,4.458169747056256,51.048894095959774,8.597515510479319,1510.072
10/14/2023,"Johnny Walker, Said Nurmagomedov, Javid Basharat, Sedriques Dumas, Nathaniel Wood",14.220955366718918,0.0336843402239925,0.4790234988827721,5,5,0,0.1440667618323285,0.0603949636181266,0.0603949636181266,294 Old_AllParlays,4.457278469617822,63.386758173472245,8.597515510479319,1510.072
10/14/2023,"Kamaru Usman, Johnny Walker, Javid Basharat, Anshul Jubli, Nathaniel Wood",24.02065217391305,0.0336706993408475,0.8087921573189011,5,5,0,0.2566771916870357,0.0603688551771989,0.0603688551771989,294 Old_AllParlays,4.455473440505051,107.0233777844795,8.597515510479319,1510.072
10/14/2023,"Kamaru Usman, Muhammad Mokaev, Javid Basharat, Anshul Jubli, Nathaniel Wood",7.3735177865612656,0.0336706993408475,0.2482715004756957,5,5,0,0.0652688498243065,0.0603688551771989,0.0603688551771989,294 Old_AllParlays,4.455473440505051,32.852512661115306,8.597515510479319,1510.072
