Date,Parlay,Combined Decimal Odds,Overall%,EV,Legs,Favorites,Successful,Normalized EV,Normalized Overall%,Combined Score,Event,Bet Size,Payout,Potential ROI,Rolling Bankroll
10/14/2023,Kamaru Usman,3.1,0.6999627947807312,2.169884663820267,1,1,0,0.0511174959070231,1.0,1.0,New Model 294,7.546714688036654,23.39481553291363,118.41202296900404,320.0
10/14/2023,Alexander Volkanovski,3.05,0.6732049584388733,2.0532751232385635,1,1,0,0.0479327975411935,0.9610448197531068,0.9610448197531068,New Model 294,7.258222559530827,22.13757880656902,118.41202296900404,320.0
10/14/2023,Anshul Jubli,1.25,0.6352202296257019,0.7940252870321274,1,1,0,0.0135416930438054,0.9057450586423136,0.9057450586423136,New Model 294,6.848686634203185,8.56085829275398,118.41202296900404,320.0
10/14/2023,"Alexander Volkanovski, Kamaru Usman, Anshul Jubli",11.81875,0.2993274756045696,3.537676602301507,3,3,0,0.0884729706781804,0.4167383015432815,0.4167383015432815,New Model 294,3.227227323397337,38.141792928402275,118.41202296900404,320.0
10/14/2023,"Alexander Volkanovski, Kamaru Usman, Warlley Alves, Said Nurmagomedov, Anshul Jubli",74.26114583333333,0.1192644734463776,8.85671645533716,5,5,0,0.2337401370115917,0.1545950319883993,0.1545950319883993,New Model 294,1.2858611346631423,95.48952124263508,118.41202296900404,320.0
10/14/2023,"Alexander Volkanovski, Kamaru Usman, Warlley Alves, Anshul Jubli, Nathaniel Wood",67.9959375,0.1179955913866412,8.023220857201594,5,5,0,0.2109767159735967,0.1527477402747656,0.1527477402747656,New Model 294,1.2721805634256402,86.50311007940462,118.41202296900404,320.0
10/14/2023,"Alexander Volkanovski, Kamaru Usman, Warlley Alves, Sedriques Dumas, Anshul Jubli",81.6536580882353,0.1172509008164249,9.573964965801949,5,5,0,0.2533287585581318,0.151663588513752,0.151663588513752,New Model 294,1.2641516120210814,103.22260349966086,118.41202296900404,320.0
10/14/2023,"Alexander Volkanovski, Kamaru Usman, Said Nurmagomedov, Anshul Jubli, Nathaniel Wood",22.57847222222222,0.1169693360418012,2.640988904671585,5,5,0,0.0639837236486834,0.151253674707325,0.151253674707325,New Model 294,1.2611158949285006,28.474070202646068,118.41202296900404,320.0
10/14/2023,"Alexander Volkanovski, Kamaru Usman, Warlley Alves, Said Nurmagomedov, Nathaniel Wood",78.57308333333333,0.1167419218520888,9.17277275417766,5,5,0,0.2423718833799108,0.150922595593238,0.150922595593238,New Model 294,1.258664007458813,98.89711194672859,118.41202296900404,320.0
10/14/2023,"Alexander Volkanovski, Kamaru Usman, Warlley Alves, Javid Basharat, Anshul Jubli",62.58798913043479,0.1164518037325044,7.288484226229512,5,5,0,0.1909104800867275,0.1505002294685293,0.1505002294685293,New Model 294,1.2555360716732844,78.58147800675633,118.41202296900404,320.0
10/14/2023,"Alexander Volkanovski, Kamaru Usman, Said Nurmagomedov, Sedriques Dumas, Anshul Jubli",27.11360294117647,0.1162311223464321,3.151444500708464,5,5,0,0.0779246678837581,0.1501789522523244,0.1501789522523244,New Model 294,1.2531567745591143,33.97759520844122,118.41202296900404,320.0
10/14/2023,"Alexander Volkanovski, Kamaru Usman, Warlley Alves, Said Nurmagomedov, Sedriques Dumas",94.35533823529413,0.1160051434069746,10.945704543198888,5,5,0,0.290792046456251,0.1498499626357462,0.1498499626357462,New Model 294,1.2507203613750038,118.01214273530778,118.41202296900404,320.0
10/14/2023,"Alexander Volkanovski, Kamaru Usman, Said Nurmagomedov, Javid Basharat, Anshul Jubli",20.78272946859904,0.1154389753327963,2.399136994473784,5,5,0,0.0573785575590354,0.149025711410876,0.149025711410876,New Model 294,1.2446161670475933,25.8665210919948,118.41202296900404,320.0
10/14/2023,"Alexander Volkanovski, Kamaru Usman, Warlley Alves, Said Nurmagomedov, Javid Basharat",72.32389855072464,0.1152145365018607,8.332764449529334,5,5,0,0.2194305951992717,0.1486989639488691,0.1486989639488691,New Model 294,1.2421963586883247,89.84048342585395,118.41202296900404,320.0
10/14/2023,"Alexander Volkanovski, Kamaru Usman, Sedriques Dumas, Anshul Jubli, Nathaniel Wood",24.826102941176472,0.1149945128040714,2.854865612544313,5,5,0,0.0698248649365529,0.1483786442228469,0.1483786442228469,New Model 294,1.239824152502219,30.780002038976964,118.41202296900404,320.0
10/14/2023,"Alexander Volkanovski, Kamaru Usman, Warlley Alves, Sedriques Dumas, Nathaniel Wood",86.39483823529412,0.1147709381063287,9.915616631809222,5,5,0,0.2626595345562926,0.14805315480218,0.14805315480218,New Model 294,1.2374136608762223,106.90615306154432,118.41202296900404,320.0
10/14/2023,"Alexander Volkanovski, Kamaru Usman, Javid Basharat, Anshul Jubli, Nathaniel Wood",19.02934782608696,0.1142107936240161,2.173356917364837,5,5,0,0.0512123258852048,0.1472376729749497,0.1472376729749497,New Model 294,1.2313744104708984,23.4322519609935,118.41202296900404,320.0
10/14/2023,"Alexander Volkanovski, Kamaru Usman, Warlley Alves, Tim Elliott, Anshul Jubli",257.0578125,0.1140228187070633,29.310456351921783,5,5,0,0.7923478778431913,0.1469640112080475,0.1469640112080475,New Model 294,1.2293477412288645,316.013441162108,118.41202296900404,320.0
10/14/2023,"Alexander Volkanovski, Kamaru Usman, Warlley Alves, Javid Basharat, Nathaniel Wood",66.22213043478261,0.1139887426492279,7.548577383814037,5,5,0,0.1980138290047564,0.1469144018540578,0.1469144018540578,New Model 294,1.2289803470072083,81.38569684129574,118.41202296900404,320.0
